#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date
GCF_000241765.4	PRJNA210179	SAMN02713681	AHGY00000000.3	representative genome	8478	8479	Chrysemys picta bellii		RCT428	latest	Chromosome	Major	Full	2020/08/21	Chrysemys_picta_BioNano-3.0.4	Painted turtle genome sequencing consortium	GCA_000241765.5	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/241/765/GCF_000241765.4_Chrysemys_picta_BioNano-3.0.4			na
GCF_000281125.3	PRJNA221578	SAMN02981418	AKHW00000000.3	representative genome	8496	8496	Alligator mississippiensis		KSC_2009_1	latest	Scaffold	Major	Full	2016/03/28	ASM28112v4	International Crocodilian Genomes Working Group	GCA_000281125.4	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/125/GCF_000281125.3_ASM28112v4			na
GCF_001723895.1	PRJNA357059	SAMN03102602	MDVP00000000.1	representative genome	8502	8502	Crocodylus porosus		Cpor-Errol	latest	Scaffold	Major	Full	2016/09/13	CroPor_comp1	Mississippi State University	GCA_001723895.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/895/GCF_001723895.1_CroPor_comp1			na
GCF_019175285.1	PRJNA746303	SAMN14373011	JAGXEY000000000.1	representative genome	8520	8520	Sceloporus undulatus	ecotype=Alabama	JIND9_A2432	latest	Chromosome	Major	Full	2021/07/08	SceUnd_v1.1	Auburn University	GCA_019175285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/175/285/GCF_019175285.1_SceUnd_v1.1			na
GCF_011800845.1	PRJNA638687	SAMN14329711	JAATIO000000000.1	representative genome	8524	8524	Zootoca vivipara		ELT05324	latest	Chromosome	Major	Full	2020/04/01	UG_Zviv_1	University of Glasgow	GCA_011800845.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/800/845/GCF_011800845.1_UG_Zviv_1			na
GCF_900518725.1	PRJNA494227	SAMEA4800209	ULFQ00000000.1	representative genome	8663	8663	Notechis scutatus			latest	Scaffold	Major	Full	2018/09/24	TS10Xv2-PRI	UNIVERSITY OF NEW SOUTH WALES	GCA_900518725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/518/725/GCF_900518725.1_TS10Xv2-PRI			na
GCF_900518735.1	PRJNA495355	SAMEA4800208	ULFR00000000.1	representative genome	8673	8673	Pseudonaja textilis			latest	Scaffold	Major	Full	2018/09/24	EBS10Xv2-PRI	UNIVERSITY OF NEW SOUTH WALES	GCA_900518735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/518/735/GCF_900518735.1_EBS10Xv2-PRI			na
GCF_003342905.1	PRJNA484763	SAMN08476457	PTEY00000000.1	representative genome	8790	8790	Dromaius novaehollandiae		6597	latest	Scaffold	Major	Full	2018/07/26	droNov1	Harvard University	GCA_003342905.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/342/905/GCF_003342905.1_droNov1			na
GCF_015476345.1	PRJNA681492	SAMN15588841	JACGAL000000000.1	representative genome	8839	8839	Anas platyrhynchos	breed=Pekin duck	Z2	latest	Chromosome	Major	Full	2020/11/23	ZJU1.0	Zhejiang University	GCA_015476345.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/476/345/GCF_015476345.1_ZJU1.0			na
GCF_013377495.1	PRJNA646059	SAMN15332785	JABXOC000000000.1	representative genome	8868	8868	Cygnus atratus	ecotype=Queensland, Australia	AKBS03	latest	Contig	Major	Full	2020/06/30	Cygnus_atratus_primary_v1.0	The University of Queensland	GCA_013377495.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/377/495/GCF_013377495.1_Cygnus_atratus_primary_v1.0			na
GCF_009769625.2	PRJNA642912	SAMN12621369	WNMI00000000.2	representative genome	8869	8869	Cygnus olor		bCygOlo1	latest	Chromosome	Major	Full	2021/03/31	bCygOlo1.pri.v2	Vertebrate Genomes Project	GCA_009769625.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/769/625/GCF_009769625.2_bCygOlo1.pri.v2			na
GCF_011077185.1	PRJNA641662	SAMN13257492	JAACYN000000000.1	representative genome	8884	8884	Oxyura jamaicensis	breed=ruddy duck	SHBP4307	latest	Chromosome	Major	Full	2020/03/10	BPBGC_Ojam_1.0	Brood Parasitic Bird Genomes Consortium	GCA_011077185.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/077/185/GCF_011077185.1_BPBGC_Ojam_1.0			na
GCF_000747805.1	PRJNA264987	SAMN03018471	AVOS00000000.1	representative genome	8897	8897	Chaetura pelagica		M959	latest	Scaffold	Major	Full	2014/09/04	ChaPel_1.0	BGI	GCA_000747805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/747/805/GCF_000747805.1_ChaPel_1.0			na
GCF_000337935.1	PRJNA217047	SAMN02981415	AKCR00000000.1	representative genome	8932	8932	Columba livia	breed=Danish Tumbler		latest	Scaffold	Major	Full	2013/02/11	Cliv_1.0	BGI	GCA_000337935.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/935/GCF_000337935.1_Cliv_1.0			na
GCF_000337955.1	PRJNA198010	SAMN02981425	AKMT00000000.1	representative genome	8954	8954	Falco peregrinus			latest	Scaffold	Major	Full	2013/02/05	F_peregrinus_v1.0	BGI	GCA_000337955.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/955/GCF_000337955.1_F_peregrinus_v1.0			na
GCF_000691405.1	PRJNA263514	SAMN02333670	JJRL00000000.1	representative genome	8969	8969	Haliaeetus albicilla		BGI_N329	latest	Scaffold	Major	Full	2014/05/15	ASM69140v1	BGI	GCA_000691405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/405/GCF_000691405.1_ASM69140v1			na
GCF_002078875.1	PRJNA383663	SAMN05969731	MTSP00000000.1	representative genome	8996	8996	Numida meleagris	breed=g44 Domestic line	19003	latest	Chromosome	Major	Full	2017/06/01	NumMel1.0	INRA	GCA_002078875.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/875/GCF_002078875.1_NumMel1.0			na
GCF_019232065.1	PRJNA752107	SAMN20124253	JAHKSY000000000.1	representative genome	9002	9002	Centrocercus urophasianus		14NV4802_14NV808	latest	Scaffold	Major	Full	2021/07/15	USGS_Curo_1.0	United States Geological Survey	GCA_019232065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/232/065/GCF_019232065.1_USGS_Curo_1.0			na
GCF_016699485.2	PRJNA698609	SAMN15960293	JAENSK000000000.1	representative genome	9031	9031	Gallus gallus		bGalGal1	latest	Chromosome	Minor	Full	2021/01/19	bGalGal1.mat.broiler.GRCg7b	Vertebrate Genomes Project	GCA_016699485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/699/485/GCF_016699485.2_bGalGal1.mat.broiler.GRCg7b			na
GCF_016700215.1	PRJNA698614	SAMN15960293	JAENSL000000000.1	na	9031	9031	Gallus gallus	breed=Cross of Broiler mother + white leghorn layer father	bGalGal1	latest	Chromosome	Major	Full	2021/01/19	bGalGal1.pat.whiteleghornlayer.GRCg7w	Vertebrate Genomes Project	GCA_016700215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/700/215/GCF_016700215.1_bGalGal1.pat.whiteleghornlayer.GRCg7w			na
GCF_004143745.1	PRJNA589599	SAMN08888240	QCWP00000000.1	representative genome	9054	9054	Phasianus colchicus		SZU-A5-319	latest	Scaffold	Major	Full	2019/02/06	ASM414374v1	Shenzhen University	GCA_004143745.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/143/745/GCF_004143745.1_ASM414374v1			na
GCF_000146605.3	PRJNA62397	SAMN02981253	ADDD00000000.2	representative genome	9103	9103	Meleagris gallopavo	breed=Aviagen turkey brand Nicholas breeding stock	NT-WF06-2002-E0010	latest	Chromosome	Minor	Full	2019/10/21	Turkey_5.1	Turkey Genome Consortium	GCA_000146605.4	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/605/GCF_000146605.3_Turkey_5.1			na
GCF_007115625.1	PRJNA558035	SAMN12017177	VKJK00000000.1	representative genome	9135	9135	Serinus canaria	ecotype=domestic yellow	sc_yellow_7_cibi	latest	Scaffold	Major	Full	2019/07/18	cibio_Scana_2019	CIBIO-InBIO	GCA_007115625.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/115/625/GCF_007115625.1_cibio_Scana_2019			na
GCF_001522545.3	PRJNA312399	SAMN03083587	JRXK00000000.1	representative genome	9157	9157	Parus major		Abel	latest	Chromosome	Minor	Full	2019/01/15	Parus_major1.1	Animal Breeding and Genomics Centre, Wageningen University	GCA_001522545.3	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/522/545/GCF_001522545.3_Parus_major1.1			na
GCF_014805655.1	PRJNA703052	SAMN07998528	JABBVY000000000.1	representative genome	9160	9160	Passer montanus		IOZ18808	latest	Scaffold	Major	Full	2020/09/30	ASM1480565v1	Institute of Zoology, Chinese Academy of Sciences	GCA_014805655.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/805/655/GCF_014805655.1_ASM1480565v1			na
GCF_001447265.1	PRJNA304638	SAMN04029017	LNCF00000000.1	representative genome	9172	9172	Sturnus vulgaris		715	latest	Scaffold	Major	Full	2015/11/20	Sturnus_vulgaris-1.0	McDonnell Genome Institute - Washington University School of Medicine	GCA_001447265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/447/265/GCF_001447265.1_Sturnus_vulgaris-1.0			na
GCF_000708925.1	PRJNA261839	SAMN02339889	JMFI00000000.1	representative genome	9209	9209	Phalacrocorax carbo		BGI_N336	latest	Scaffold	Major	Full	2014/06/17	ASM70892v1	BGI	GCA_000708925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/708/925/GCF_000708925.1_ASM70892v1			na
GCF_000699145.1	PRJNA261081	SAMN02596600	JMFQ00000000.1	representative genome	9233	9233	Aptenodytes forsteri		BGI_AS27	latest	Scaffold	Major	Full	2014/06/06	ASM69914v1	BGI	GCA_000699145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/145/GCF_000699145.1_ASM69914v1			na
GCF_000699105.1	PRJNA261076	SAMN02596601	JMFP00000000.1	representative genome	9238	9238	Pygoscelis adeliae		BGI_AS28	latest	Scaffold	Major	Full	2014/06/06	ASM69910v1	BGI	GCA_000699105.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/105/GCF_000699105.1_ASM69910v1			na
GCF_003957555.1	PRJNA558503	SAMN02265252	RRCD00000000.1	representative genome	9244	9244	Calypte anna		BGI_N300	latest	Chromosome	Major	Full	2019/05/16	bCalAnn1_v1.p	Vertebrate Genomes Project	GCA_003957555.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/957/555/GCF_003957555.1_bCalAnn1_v1.p			na
GCF_012275295.1	PRJNA629576	SAMN12623090	JAAVWG000000000.1	representative genome	13146	13146	Melopsittacus undulatus		bMelUnd1	latest	Chromosome	Major	Full	2020/04/13	bMelUnd1.mat.Z	G10K	GCA_012275295.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/275/295/GCF_012275295.1_bMelUnd1.mat.Z			na
GCF_017639515.1	PRJNA725502	SAMN12629504	JAGDEE000000000.1	representative genome	13397	13397	Carcharodon carcharias		sCarCar2	latest	Chromosome	Major	Full	2021/03/30	sCarCar2.pri	Vertebrate Genomes Project	GCA_017639515.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/639/515/GCF_017639515.1_sCarCar2.pri			na
GCF_000230535.1	PRJNA221645	SAMN02981371	AGCU00000000.1	representative genome	13735	13735	Pelodiscus sinensis		Daiwa-1	latest	Scaffold	Major	Full	2012/07/24	PelSin_1.0	P. sinensis genome project consortium	GCA_000230535.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/535/GCF_000230535.1_PelSin_1.0			na
GCF_900747795.1	PRJNA531901	SAMEA104026374	CAADRL000000000.1	representative genome	27687	27687	Erpetoichthys calabaricus			latest	Chromosome	Major	Full	2019/03/26	fErpCal1.1	SC	GCA_900747795.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/747/795/GCF_900747795.1_fErpCal1.1			na
GCF_014851395.1	PRJNA687018	SAMN15299117	JACBYK000000000.1	representative genome	27706	27706	Micropterus salmoides	ecotype=aquatic	LMB-PRFRI	latest	Scaffold	Major	Full	2020/10/05	ASM1485139v1	Biozeron Shenzhen Inc.	GCA_014851395.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/851/395/GCF_014851395.1_ASM1485139v1			na
GCF_009764565.3	PRJNA655518	SAMN12629498	WSPL00000000.4	representative genome	27794	27794	Dermochelys coriacea		rDerCor1	latest	Chromosome	Major	Full	2021/08/25	rDerCor1.pri.v4	G10K	GCA_009764565.4	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/764/565/GCF_009764565.3_rDerCor1.pri.v4			na
GCF_000090745.1	PRJNA60547	SAMN02981230	AAWZ00000000.2	representative genome	28377	28377	Anolis carolinensis			latest	Chromosome	Major	Full	2011/01/10	AnoCar2.0	Broad Institute	GCA_000090745.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/745/GCF_000090745.1_AnoCar2.0			na
GCF_000732505.1	PRJNA308224	SAMN02736898	JPKM00000000.1	representative genome	28743	28743	Cyprinodon variegatus		N-32	latest	Scaffold	Major	Full	2015/10/01	C_variegatus-1.0	Aquatic Genome Models	GCA_000732505.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/732/505/GCF_000732505.1_C_variegatus-1.0			na
GCF_019176455.1	PRJNA767562	SAMN15430148	JAGKHQ000000000.1	representative genome	28829	28829	Solea senegalensis		Sse05_10M	latest	Chromosome	Major	Full	2021/07/09	IFAPA_SoseM_1	IFAPA	GCA_019176455.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/176/455/GCF_019176455.1_IFAPA_SoseM_1			na
GCF_902362185.1	PRJNA564626	SAMEA5159473	CABIVN000000000.1	representative genome	29144	29144	Chanos chanos			latest	Chromosome	Major	Full	2019/08/14	fChaCha1.1	SC	GCA_902362185.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/362/185/GCF_902362185.1_fChaCha1.1			na
GCF_014858855.1	PRJNA769289	SAMN14734018	JABFFT000000000.1	representative genome	30331	30331	Bufo gargarizans		SCDJY-AF-19	latest	Chromosome	Major	Full	2020/10/21	ASM1485885v1	Chengdu Institute of Biology, CAS	GCA_014858855.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/858/855/GCF_014858855.1_ASM1485885v1			na
GCF_019238085.1	PRJNA752366	SAMN12859112	JAHKMA000000000.1	representative genome	30410	30410	Lagopus leucura		7727_CA_CO	latest	Scaffold	Major	Full	2021/07/15	USGS_WTPT01	United States Geological Survey	GCA_019238085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/238/085/GCF_019238085.1_USGS_WTPT01			na
GCF_000692075.1	PRJNA263612	SAMN02302474	JMFL00000000.1	representative genome	30419	30419	Opisthocomus hoazin		BGI_N306	latest	Scaffold	Major	Full	2014/05/19	ASM69207v1	BGI	GCA_000692075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/692/075/GCF_000692075.1_ASM69207v1			na
GCF_000690835.1	PRJNA261828	SAMN02324803	JJRN00000000.1	representative genome	30455	30455	Fulmarus glacialis		BGI_N327	latest	Scaffold	Major	Full	2014/05/13	ASM69083v1	BGI	GCA_000690835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/690/835/GCF_000690835.1_ASM69083v1			na
GCF_003342845.1	PRJNA484763	SAMN08476459	PTEW00000000.1	representative genome	30464	30464	Nothoprocta perdicaria		Ctin4	latest	Scaffold	Major	Full	2018/07/26	notPer1	Harvard University	GCA_003342845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/342/845/GCF_003342845.1_notPer1			na
GCF_002922805.2	PRJNA436980	SAMN07596545	NVQA00000000.2	representative genome	30732	30732	Oryzias melastigma	strain=HK-1		latest	Chromosome	Major	Full	2020/04/13	ASM292280v2	Sungkyunkwan University	GCA_002922805.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/922/805/GCF_002922805.2_ASM292280v2			na
GCF_901000725.2	PRJNA543527	SAMEA104384834	CAAJGN000000000.2	representative genome	31033	31033	Takifugu rubripes			latest	Chromosome	Major	Full	2019/06/05	fTakRub1.2	SC	GCA_901000725.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/000/725/GCF_901000725.2_fTakRub1.2			na
GCF_013100865.1	PRJNA634151	SAMN12189062	VIRI00000000.1	representative genome	31138	34903	Trachemys scripta elegans		TJP31775	latest	Chromosome	Major	Full	2020/05/15	CAS_Tse_1.0	California Academy of Sciences	GCA_013100865.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/100/865/GCF_013100865.1_CAS_Tse_1.0			na
GCF_001444195.1	PRJNA516883	SAMN03922721	LNCC00000000.2	representative genome	32473	32473	Xiphophorus couchianus			latest	Chromosome	Major	Full	2018/09/19	X_couchianus-1.0	McDonnell Genome Institute - Washington University School of Medicine	GCA_001444195.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/195/GCF_001444195.1_X_couchianus-1.0			na
GCF_000239395.1	PRJNA232513	SAMN00139653	AFNY00000000.1	representative genome	32507	32507	Neolamprologus brichardi		N.brichardi 1_Salsburger	latest	Scaffold	Major	Full	2011/12/22	NeoBri1.0	Broad Institute	GCA_000239395.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/239/395/GCF_000239395.1_NeoBri1.0			na
GCF_019740435.1	PRJNA765034	SAMN13752108	JAAAQJ000000000.1	representative genome	33528	33528	Gambusia affinis			latest	Chromosome	Major	Full	2021/08/25	SWU_Gaff_1.0	Southwest University	GCA_019740435.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/740/435/GCF_019740435.1_SWU_Gaff_1.0			na
GCF_018492685.1	PRJNA736150	SAMN18857608	JAHDTN000000000.1	representative genome	34773	34773	Alosa sapidissima		fAloSap1	latest	Chromosome	Major	Full	2021/05/25	fAloSap1.pri	Vertebrate Genomes Project	GCA_018492685.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/492/685/GCF_018492685.1_fAloSap1.pri			na
GCF_004916995.1	PRJNA647910	SAMN11399929	SSXF00000000.1	representative genome	34816	34816	Morone saxatilis		NCDOM2014	latest	Scaffold	Major	Full	2019/04/26	NCSU_SB_2.0	North Carolina State University	GCA_004916995.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/916/995/GCF_004916995.1_NCSU_SB_2.0			na
GCF_009769535.1	PRJNA602516	SAMN12629499	WNNA00000000.1	representative genome	35005	35005	Thamnophis elegans		rThaEle1	latest	Chromosome	Major	Full	2019/12/23	rThaEle1.pri	Vertebrate Genomes Project	GCA_009769535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/769/535/GCF_009769535.1_rThaEle1.pri			na
GCF_001077635.1	PRJNA294278	SAMN03759628	LFLD00000000.1	representative genome	35019	35019	Thamnophis sirtalis		EDBJR-23777	latest	Scaffold	Major	Full	2015/06/26	Thamnophis_sirtalis-6.0	The Genome Institute at Washington University School of Medicine (WUGSC)	GCA_001077635.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/635/GCF_001077635.1_Thamnophis_sirtalis-6.0			na
GCF_004010195.1	PRJNA762070	SAMN09508879	QPFF00000000.1	representative genome	36176	36176	Chiloscyllium plagiosum		BGI_BamShark_2017	latest	Chromosome	Major	Full	2019/01/10	ASM401019v2	BGI	GCA_004010195.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/010/195/GCF_004010195.1_ASM401019v2			na
GCF_000687375.1	PRJNA253833	SAMN02339887	JJRG00000000.1	representative genome	36300	36300	Pelecanus crispus		BGI_N334	latest	Scaffold	Major	Full	2014/05/09	ASM68737v1	BGI	GCA_000687375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/375/GCF_000687375.1_ASM68737v1			na
GCF_001649575.2	PRJNA679609	SAMN04622665	LWHD00000000.2	representative genome	37003	37003	Kryptolebias marmoratus		JLee-2015	latest	Chromosome	Major	Full	2020/11/16	ASM164957v2	Washington State University	GCA_001649575.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/649/575/GCF_001649575.2_ASM164957v2			na
GCF_000690875.1	PRJNA261843	SAMN02324832	JJRM00000000.1	representative genome	37040	37040	Gavia stellata		BGI_N328	latest	Scaffold	Major	Full	2014/05/13	ASM69087v1	BGI	GCA_000690875.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/690/875/GCF_000690875.1_ASM69087v1			na
GCF_000455745.1	PRJNA221633	SAMN02981559	AVPB00000000.1	representative genome	38654	38654	Alligator sinensis			latest	Scaffold	Major	Full	2013/08/29	ASM45574v1	BGI-shenzhen	GCA_000455745.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/455/745/GCF_000455745.1_ASM45574v1			na
GCF_902827165.1	PRJNA629536	SAMEA104132834	CADEHM000000000.1	representative genome	40690	40690	Trematomus bernacchii			latest	Scaffold	Major	Full	2020/04/15	fTreBer1.1	SC	GCA_902827165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/827/165/GCF_902827165.1_fTreBer1.1			na
GCF_002260705.1	PRJNA412910	SAMD00083043	BDQW00000000.1	representative genome	41447	41447	Seriola dumerili		Sdu_G_001	latest	Scaffold	Major	Full	2017/08/03	Sdu_1.0	Genomic breeding group, Research Center for Aquatic Breeding, National Research Institute of aquaculture, FRA	GCA_002260705.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/260/705/GCF_002260705.1_Sdu_1.0			na
GCF_015220715.1	PRJNA675604	SAMN12623623	JADFAU000000000.1	representative genome	42514	42514	Pygocentrus nattereri		fPygNat1	latest	Chromosome	Major	Full	2020/11/03	fPygNat1.pri	Vertebrate Genomes Project	GCA_015220715.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/220/715/GCF_015220715.1_fPygNat1.pri			na
GCF_904425465.1	PRJNA667941	SAMEA7302664	CAJGBK000000000.1	representative genome	42526	42526	Colossoma macropomum			latest	Scaffold	Major	Full	2020/09/25	Colossoma_macropomum	WELLCOME TRUST SANGER INSTITUTE	GCA_904425465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/425/465/GCF_904425465.1_Colossoma_macropomum			na
GCF_015227805.1	PRJNA713843	SAMN14675488	JADDRP000000000.2	representative genome	43150	43150	Hirundo rustica		bHirRus1	latest	Chromosome	Major	Full	2021/03/02	bHirRus1.pri.v2	Vertebrate Genomes Project	GCA_015227805.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/227/805/GCF_015227805.1_bHirRus1.pri.v2			na
GCF_900408965.1	PRJNA704661	SAMEA104026415	OVJJ00000000.1	representative genome	43689	43689	Simochromis diagramma			latest	Scaffold	Major	Full	2018/06/18	fSimDia1.1	SC	GCA_900408965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/408/965/GCF_900408965.1_fSimDia1.1			na
GCF_001952655.1	PRJNA380265	SAMN06219872	AONE00000000.1	representative genome	43700	43700	Monopterus albus			latest	Scaffold	Major	Full	2017/01/17	M_albus_1.0	Wuhan University	GCA_001952655.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/952/655/GCF_001952655.1_M_albus_1.0			na
GCF_000385455.1	PRJNA217032	SAMN02981528	ARWJ00000000.1	representative genome	44394	44394	Zonotrichia albicollis		Tan morph	latest	Scaffold	Major	Full	2013/04/30	Zonotrichia_albicollis-1.0.1	White-throated sparrow consortium	GCA_000385455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/385/455/GCF_000385455.1_Zonotrichia_albicollis-1.0.1			na
GCF_013358895.1	PRJNA701484	SAMN14256941	JAAMTF000000000.1	representative genome	47969	47969	Oreochromis aureus	breed=Guangdong, /strain=Israel		latest	Chromosome	Major	Full	2020/06/19	ZZ_aureus	University of Vienna	GCA_013358895.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/358/895/GCF_013358895.1_ZZ_aureus			na
GCF_000485575.1	PRJNA237006	SAMN02981564	AYCK00000000.1	representative genome	48698	48698	Poecilia formosa			latest	Scaffold	Major	Full	2013/10/28	Poecilia_formosa-5.1.2	Aquatic Genome Models	GCA_000485575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/485/575/GCF_000485575.1_Poecilia_formosa-5.1.2			na
GCF_001443285.1	PRJNA305623	SAMN02048973	LMXD00000000.1	representative genome	48699	48699	Poecilia latipinna		Pla-1442-1.1	latest	Scaffold	Major	Full	2015/11/13	P_latipinna-1.0	The Genome Institute at Washington University School of Medicine (WUGSC)	GCA_001443285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/443/285/GCF_001443285.1_P_latipinna-1.0			na
GCF_001443325.1	PRJNA305619	SAMN02048972	LMXC00000000.1	representative genome	48701	48701	Poecilia mexicana		Pme_1353_1.1	latest	Scaffold	Major	Full	2015/11/13	P_mexicana-1.0	The Genome Institute at Washington University School of Medicine (WUGSC)	GCA_001443325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/443/325/GCF_001443325.1_P_mexicana-1.0			na
GCF_000277835.1	PRJNA217051	SAMN00839579	AKZB00000000.1	representative genome	48883	48883	Geospiza fortis			latest	Scaffold	Major	Full	2012/07/25	GeoFor_1.0	Beijing Genomics Institute	GCA_000277835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/835/GCF_000277835.1_GeoFor_1.0			na
GCF_000708025.1	PRJNA263452	SAMN02296710	JMFX00000000.2	representative genome	50402	50402	Charadrius vociferus		BGI_N301	latest	Scaffold	Major	Full	2014/08/05	ASM70802v2	BGI	GCA_000708025.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/708/025/GCF_000708025.1_ASM70802v2			na
GCF_902827115.1	PRJNA629555	SAMEA104132832	CADEHP000000000.1	representative genome	52239	52239	Pseudochaenichthys georgianus			latest	Chromosome	Major	Full	2020/04/15	fPseGeo1.1	SC	GCA_902827115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/827/115/GCF_902827115.1_fPseGeo1.1			na
